"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
46917,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,5,1,1,"2","3.78","1.82","3.82",14,0,14,0,0,14,0,9,9,9,9,"218586","-1534","0","-754","26089","0","200473","224740","246840","248314","1474","4283","251123","84899","78588","56068","37635","-3463","34172","878","35050","169855","109644","136283","143488","2015","3045","360","9240","2292","2396","3375","46328","0","10071","6311","1370","0","4445",0,"70","0","919","36313","7316","3149","316"
47425,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,5,1,0,"1","1","0.11","1.11",0,0,0,0,0,50,2,6,16,16,3,"296735","86308","19541","11969","174122","0","8096","306378","332029.63","413538.63","81509","570","332599.63","112800","109705","129036.63","39700.63","-15803","23897.63","31676","55573.63","473611","58511","54798","484817","6445","10992","18982","0","0","13698","8061","106644","0","9506","3095","462","0","9183",0,"1909","382","2001","300","0","16406","392"
47427,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,3,9,1,0,"1","1","0","1",0,0,0,0,46,46,0,5,9,9,0,"451875","2374","0","2943","441896","0","0","447213","456522.36","456522.36","0","36429","492951.36","105087","87684","92096.36","75043.36","-3219","71824.36","0","71824.36","117154","155898","128930","153872","1488","5223","8916","199484","0","43314","4068","76518","9325","7197","17403","216","0","8011",0,"2501","0","1956","0","0","1684","1730"
47429,6,50,5220,5200,5074,"116.835011252135",53,1,0,2,2,7,2,0,"1","1","0","1",0,0,0,0,0,3,1,0,1,1,0,"81720","0","0","0","67485","10541","0","67485","67531","67539","8","0","67531","40063","40063","36410","26969","-1000","25969","8","25977","24609","45950","33020","37539","0","0","0","12175","0","102","0","18005","922","601","0","0","0","1620",0,"3322","86","245","0","0","1046","0"
47430,7,46,4600,4600,4600,"47.8273286090207",53,1,0,2,2,9,2,0,"1.48","1","0","1.48",17,0,17,0,0,17,2,9,11,11,9,"52800","9857","0","1023","59234","1100","0","70114","93189","93619","430","529","93718","4548","-210","13616","8473","-1477","6996","430","7427","157496","104130","56154","205472","403","3395","3738","4032","2200","6077","6810","1124","906","2687","4758","0","0","2038",0,"274","324","741","7776","0","1202","409"
47431,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,10,1,1,"2","3.41","1.52","3.52",0,0,0,0,0,50,0,2,2,3,0,"296329","5695","0","0","85324","40765","161251","255062","271017","271958","941","0","271017","66840","61413","44130","20756","-3727","17029","160","17184","130441","87626","90796","136156","0","589","1167","32154","0","19455","8574","54975","13254","10731","5427","1061","0","9367",0,"389","0","1468","25923","5356","2782","1040"
47432,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,9,1,0,"1","1","0","1",0,0,0,0,48,48,3,1,3,3,0,"639180","15141","0","1028","602953","17311","0","619122","624783","626059","1276","0","624783","179591","179486","181040","173251","-362","172889","1276","174165","146631","246286","253727","144738","0","1212","2764","326831","0","27079","1592","57906","1289","8198","105","0","0","4082",0,"446","610","880","0","0","1579","954"
47433,9,50,5130,5100,5074,"39.8535274475736",53,1,0,3,3,10,1,0,"1","1","0","1",0,0,0,0,47,47,0,0,0,0,0,"575451","0","0","0","549206","1564","0","549206","554298","554298","0","0","554298","168449","162494","162672","162672","3143","165815","0","165815","50229","576296","570437","57302","0","0","0","291526","0","28613","0","43000","0","626","5955","290","0","1595",0,"0","0","1771","0","0","0","0"
47434,9,50,5210,5200,5074,"35.2733463935869",53,1,0,2,2,9,1,1,"1","2","1","2",0,0,0,0,0,35,3,7,11,11,1,"271768","28966","0","0","0","0","242802","271768","289461","342147","52686","0","289461","210552","203255","192442","87490","-5893","81597","21726","103323","704317","216977","548535","378190","0","8622","0","0","0","0","5079","25038","1597","4261","7297","0","0","7095",0,"225","480","675","22962","4047","5534","476"
47436,9,50,5120,5100,5074,"39.8535274475736",53,1,0,3,3,9,1,0,"1","1","0","1",0,0,0,0,47,47,0,1,1,1,0,"492496","2183","0","0","483369","18052","0","485552","486356","486604","248","0","486356","149765","149399","148254","128431","-560","127871","248","128119","234990","180173","313089","107038","0","344","358","259071","0","23022","1698","82548","953","9603","366","304","0","5535",0,"548","0","1070","0","0","0","873"
47437,10,50,5220,5200,5074,"39.0080447932509",53,1,0,4,4,6,1,0,"1","1","0.07","1.08",0,0,0,0,0,50,0,0,0,1,0,"198116","0","0","0","197301","0","0","198116","205831","206217","386","0","205831","92505","92505","90495","20849","-6510","14339","386","14723","407039","24686","212387","219338","0","0","0","0","0","7249","1324","164471","932","8035","0","331","0","14609",0,"556","168","627","546","113","5764","772"
47438,9,16,1660,1600,1516,"24.6108202177435",53,1,0,3,3,9,1,1,"2","3.78","3.67","5.67",0,0,0,0,0,0,0,13,13,13,0,"555010","222426","328197","4387","0","0","0","555010","577529","593489","15960","0","577529","378703","350413","288138","219557","-2936","216621","15960","232582","369741","371180","383852","357069","7048","50115","11827","0","0","0","15922","3827","314","19405","28290","246","0","7407",0,"0","0","1637","70037","9980","6067","6"
47439,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,8,1,0,"2","2","0.21","2.21",13,0,13,0,47,48,2,12,13,13,9,"681273","24455","0","580","530641","17766","133190","688866","711459","731676","20217","2747","714206","228832","217024","226946","206547","-1935","204612","20217","224826","306746","279965","390092","205966","0","7585","7823","304586","0","35719","7053","98815","5565","15564","11808","1118","0","8856",0,"915","340","1840","7212","1239","2291","753"
47440,8,15,1510,1500,1516,"57.5593377505811",53,1,0,2,2,7,1,0,"1","1","0","1",0,0,0,0,0,0,2,16,17,17,5,"123957","96980","0","7736","0","0","0","110974","132327","132600","273","630","132957","56853","47523","67195","41860","-918","40942","273","41215","105078","49126","99473","55227","1113","589","13355","0","0","0","6568","2880","0","4476","9330","0","0","3720",0,"1163","235","283","0","0","918","0"
47441,7,46,4600,4600,4600,"47.8273286090207",53,1,0,3,3,7,1,0,"1","1","0","1",30,0,30,0,0,30,0,12,12,12,12,"159000","2687","0","0","104671","6800","0","129138","164822.48","165126.48","304","0","164822.48","33418","18138","52638.48","13049.48","-7588","5461.48","303","5764.48","564328","170401","115275","621222","0","1626","83","4283","16332","5872","3264","28281","490","2869","15280","217","0","7978",0,"682","0","499","0","0","7075","513"
47444,6,16,1630,1600,1516,"31.4258377309615",53,1,0,2,2,8,2,0,"2","2","0.05","2.05",0,0,0,0,0,0,0,2,2,2,0,"183028","0","182418","0","0","0","0","182418","182464","182964","500","0","182464","121289","118075","114811","99754","46","99800","500","100300","51971","37620","74726","15203","8854","15457","4271","0","0","0","6092","25885","589","5262","3214","0","0","1779",0,"0","0","2324","790","150","0","0"
47445,7,46,4600,4600,4600,"47.8273286090207",53,1,0,3,3,8,1,0,"1","1","0","1",20,0,20,0,0,20,12,6,14,14,13,"67418","3325","0","-324","53854","0","0","56855","87464","87464","0","1805","89269","-7521","-12509","14295","-2841","-2610","-5451","0","-5449","320722","159833","364320","116235","1215","4540","2536","5634","539","766","5226","2516","151","10031","4988","0","0","5715",0,"412","1669","1508","0","0","2657","9"
47446,10,50,5220,5200,5074,"39.0080447932509",53,1,0,2,2,7,1,0,"1","1","0.02","1.03",0,0,0,0,0,50,0,0,0,1,0,"229485","0","0","0","222347","0","7138","229485","229524","229897","373","0","229524","95876","90543","89162","78144","-1474","76670","373","77043","80273","46827","31895","100015","0","0","0","0","0","21271","1394","27413","1514","6366","5333","288","0","13502",0,"296","0","391","462","232","1142","360"
47448,7,50,5210,5200,5074,"277.392759074072",53,1,0,2,2,6,1,0,"1","1","0","1",0,0,0,0,0,10,0,0,0,1,0,"93217","0","0","0","93217","0","0","93217","93267","96474","3207","0","93267","60437","60437","60136","32025","-3981","28044","2358","30402","195214","25744","50769","174165","0","0","0","0","0","0","73","33327","0","3643","0","0","0","5662",0,"0","35","266","0","0","3318","671"
47449,10,50,5220,5200,5074,"39.0080447932509",53,1,0,2,2,7,2,0,"1","1","0","1",0,0,0,0,0,50,0,0,0,1,0,"100283","0","0","0","100283","0","0","100283","100288","101669","1381","0","100288","30084","30084","29405","23723","-2367","21356","1123","22479","7336","19204","-27405","53945","0","0","0","0","0","7887","1090","49364","0","3768","0","184","0","6435",0,"0","0","679","0","0","1282","1090"
47450,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,8,1,1,"1.72","2","1","2.72",0,0,0,0,50,50,0,2,2,2,1,"1023104","0","0","0","1036767","29263","0","1036767","1067133","1068633","1500","8067","1075200","271041","269674","253925","189216","-16082","173134","1500","174634","490087","422853","317830","595110","78","603","1478","513632","0","57774","0","278560","9959","14458","1367","0","0","12154",0,"0","0","1704","32299","9237","9383","7644"
47451,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,5,1,1,"1.12","1.8","0.84","1.96",0,0,0,0,49,49,1,11,11,11,1,"675342","445","0","9082","661324","8778","0","690836","705074","711843","6769","65441","770515","248534","233378","227932","175266","-9280","165986","4341","170322","408064","298072","333435","378854","7747","7030","9559","230284","0","43196","3206","110906","9805","25907","15156","0","0","8044",0,"1","107","1985","16480","916","9227","248"
47452,8,16,1660,1600,1516,"50.6930181552517",53,22,0,2,2,7,1,1,"2","4","2.95","4.95",0,0,0,0,0,0,0,5,5,5,0,"507504","241848","259406","0","0","0","0","501254","506649.5","509780.5","3131","5000","511649.5","338384","327784","250430.5","169567.5","462","170029.5","3131","173160.5","200250","84176","187087","97339","4135","51092","3357","0","0","0","9013","48630","1175","16575","10600","192","0","5175",0,"0","0","1301","67065","12048","1074","0"
47453,9,73,7310,6184,6184,"58.6218143385527",53,1,0,2,2,7,1,1,"1.59","2","1","2.59",29,0,29,0,13,36,0,16,16,17,12,"477585","115590","0","2303","33330","0","314281","473130","500896","508579","7683","0","500896","121813","104635","97067","50238","-8216","42022","7683","49705","316101","182320","168598","338994","3018","28424","10292","82624","1709","12044","22106","85866","8464","30664","17178","833","0","7787",0,"342","0","2687","26587","5052","7632","1247"
47455,8,83,8330,6184,6184,"93.2382308828499",53,1,0,2,2,7,1,1,"1","1.4","0.4","1.4",20,0,20,0,0,20,12,8,15,16,8,"436786","42660","18351","-550","169369","212725","0","229830","254199","297108","42909","5265","259464","53173","51198","58124","20047","-4350","15697","42909","58606","321333","380235","434276","273490","7130","10357","14390","49019","0","3301","10163","7600","440","3093","1975","0","0","6670",0,"1158","2898","1518","8834","2024","1791","2928"
48109,9,50,5220,5200,5074,"35.2733463935869",53,1,0,3,3,3,1,0,"1","1","0","1",0,0,0,0,0,50,0,0,0,1,0,"108335","0","0","0","108335","0","0","108335","108352","119060","10708","0","108352","1350","1350","616","-40938","-5523","-46461","926","-45535","205095","13940","-81932","300967","0","0","0","0","0","924","1650","100462","5359","17282","0","3301","0","4072",0,"330","0","404","0","0","4266","1270"
48110,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,7,1,1,"2.09","3","1","3.09",2,0,2,0,50,50,5,15,17,17,2,"2070867","8366","0","0","2111994","2765","0","2120360","2144623","2153846","9223","114225","2258848","824664","810781","786595","582053","-52940","529113","9223","538336","1563888","780638","819468","1544419","277","13574","16242","875792","0","107771","16472","488427","23763","55660","13883","0","0","21782",0,"2301","977","4497","30152","10241","49732","3487"
48111,8,50,5130,5100,5074,"83.7762404860016",53,1,0,2,2,9,1,0,"1.02","1.02","0","1.02",0,0,0,0,36,36,0,0,0,1,0,"270845","0","0","0","277992","8900","0","277992","277992","277992","0","0","277992","65350","65350","64430","52591","-2093","50498","0","50500","41116","99727","94496","49950","0","0","0","165342","0","12671","459","45280","1700","3074","0","0","0","3906",0,"311","0","609","0","0","1065","1028"
48112,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,8,1,0,"2.01","2","0","2.01",0,0,0,0,47,47,1,15,16,16,0,"584031","-4552","0","8172","557796","4153","0","571452","599830","624071","24241","98551","698381","197785","181584","203687","145358","-1673","143685","21000","164685","311051","373454","475508","216893","2865","7835","15745","213887","0","28213","7812","86723","9169","10398","16201","412","0","7686",0,"831","90","1305","0","0","4264","64"
48113,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,4,1,0,"1","1","0","1",0,0,0,0,48,48,1,15,15,15,0,"493592","8438","0","1358","508744","0","0","518540","542715","547515","4800","61226","603941","203815","192195","214918","168027","-6626","161401","4800","166201","279556","286181","108414","457323","399","9165","10928","176908","0","17699","3489","101020","5477","7988","11620","1924","0","5240",0,"17","25","1202","0","0","4791","2043"
48114,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,5,1,2,"1.03","3.11","2.11","3.14",0,0,0,0,50,50,1,14,15,15,3,"916580","6526","0","1718","931449","31206","0","953511","973965","1043081","69116","67329","1041294","383184","370802","327826","187698","-14410","173288","56275","229563","972635","406169","541933","836871","3114","11317","9270","339492","0","54549","10055","265284","4582","17790","12382","3130","0","12861",0,"1062","120","2516","41779","17921","12118","2324"
