"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
41773,10,50,5120,5100,5074,"23.8378357131179",53,1,0,3,4,9,1,2,"1.33","4.3","3.95","5.28",0,0,1,1,50,50,0,4,4,6,2,"1152587","5170","0","-110","1030905","30142","123829.5","1159794.5","1165849.5","1175761.5","9912","7505","1173354.5","270781.5","266691.5","175436.5","160306.5","-3049","157257.5","9912","167169.5","92014","382412","-72004","548032","0","1355","2045","648553","0","48337","1289","250500","0","10799","4090","444","0","10950",0,"0","0","3338","76569","17281","1712","1450"
41777,10,50,5220,5200,5074,"39.0080447932509",53,1,0,0,3,7,1,0,"1","1","0","1",0,0,0,0,0,50,0,7,7,7,1,"383447","29429","0","0","354018","0","0","383447","390656","422032","31376","0","390656","197025","193024","198499","93983","-7877","86106","19060","105166","617358","150443","289720","484497","7660","4468","4193","0","0","17400","7160","125638","9916","9836","4001","0","0","9595",0,"0","431","1303","0","0","7877","0"
41778,9,50,5220,5200,5074,"35.2733463935869",53,1,0,2,0,10,2,0,"1","1","0","1",0,0,0,0,0,47,3,1,4,4,1,"354350","16347","0","275","281972","38184","800","299394","302966","303352","386","0","302966","49639","49140","50382","42920","-314","42606","386","42992","47155","77601","38756","86000","462","2250","1699","183974","0","8784","1304","12064","57","6889","499","246","0","6585",0,"84","529","1636","0","0","393","2"
41779,10,74,7410,5374,5074,"43.1183175179627",53,1,0,3,2,9,1,0,"2.79","2.72","0.17","2.96",22,0,22,0,47,49,1,12,13,13,11,"815751","7740","0","1969","556234","18860","233652","799595","824153","831338","7185","0","824153","279607","259790","274556","211324","-4174","207150","7185","214335","511148","296639","556442","255229","3285","6606","3940","333411","3078","27145","6026","177611","6348","8578","19817","1565","0","8716",0,"688","173","2757","3072","132","4204","204"
41793,8,16,1660,1600,1516,"50.6930181552517",53,1,0,2,2,12,1,0,"1","1","0","1",0,0,0,0,0,0,6,7,14,15,0,"80860","43335","36715","60","0","0","0","80110","97869","97869","0","0","97869","-37017","-39414","-23614","-32697","-932","-33629","0","-33629","103760","44369","142307","5822","0","22058","20936","0","0","0","5137","6630","0","7809","2397","0","0","4539",0,"1063","491","384","0","0","0","953"
41794,8,16,1660,1600,1516,"50.6930181552517",53,1,0,3,3,9,1,0,"1","1","0","1",0,0,0,0,0,0,0,19,19,19,0,"176994","120249","48082","8663","0","0","0","176994","204447","205447","1000","0","204447","58843","36754","60179","17636","-559","17077","944","18021","151403","166739","263865","56782","0","23361","11044","0","0","0","7180","18640","122","8030","22089","0","0","3205",0,"2884","0","959","0","0","613","4"
41871,9,45,4500,4500,4500,"63.4415289704602",53,1,0,4,3,5,1,1,"2.04","3","1","3.04",33,0,33,0,0,33,1,22,22,23,16,"522137","46944","0","859","41308","0","406863","495982","539516","543220","3704","8330","547846","99461","79930","91267","18591","-19260","-669","3704","3035","570571","221817","-23329","829040","2430","17394","12013","134153","0","24209","14590","80150","6079","33156","19531","0","0","10718",0,"1322","111","1670","24650","4232","15735","3736"
41873,9,45,4500,4500,4500,"63.4415289704602",53,1,0,4,3,7,1,2,"0.81","3.6","2.9","3.71",33,0,33,0,0,33,1,19,19,20,13,"493177","59518","0","2877","30596","0","365756","498675","582427","591283","8856","6647","589074","157649","134777","150587","5294","-16260","-10966","1321","-9645","1131951","210774","426392","906636","4407","17531","10879","96863","7000","7478","11789","70642","10644","24839","22872","10039","0","8766",0,"403","137","1738","58091","7573","15726","534"
42434,7,28,2821,2800,2829,"43.5935461302706",53,1,0,3,3,7,2,0,"1","1","1.87","2.87",0,0,1,0,0,1,1,7,7,7,0,"70881","6300","58933","0","30","585","4445","70911","78291","78291","0","0","78291","24583","17601","-11168","-19747","-4091","-23838","0","-23838","75054","10448","-28765","114267","585","21788","449","80","3445","0","1287","4352","2258","916","6982","246","0","1754",0,"0","168","492","33026","2392","2357","1805"
42523,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,0,9,1,0,"2.01","2","0","2.01",0,0,0,0,50,50,1,12,12,12,1,"764417","-9118","0","1809","744046","27438","0","738124","756129","756129","0","57390","813519","107764","100892","113717","93992","-20564","73428","0","73428","148996","382280","-164149","703123","0","9171","8347","417777","0","47926","10463","175586","2556","9981","6872","0","0","9207",0,"0","626","1964","0","0","9362","11482"
42526,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,8,1,1,"2","3.72","1.72","3.72",0,0,0,0,50,50,1,15,15,15,1,"943335","27162","0","9912","893170","47461","0","931270","963691.48","965131.48","1440","89439","1053130.48","392739","374914","355572.48","304588.48","-10231","294357.48","1440","295797.48","502352","302537","282029","531523","4588","7411","9966","335603","0","40080","8779","221793","16779","15786","17825","0","0","16196",0,"4516","0","0","36724","9864","7942","2424"
42531,9,74,7410,5374,5074,"36.1222691444672",53,1,0,2,2,9,1,0,"2","2","1","3",17,0,17,0,0,34,1,11,11,11,8,"355927","8744","0","748","136050","29020","192657","338199","354607.51","354607.51","0","9174","363781.51","136382","126756","119807.51","77086.51","1162","78248.51","0","78249.51","149890","209157","301307","63788","1204","5016","3376","100960","0","9183","4829","38204","4625","9123","9626","227","0","5023",0,"742","17","756","18328","2157","43","26"
42538,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,9,1,1,"1","2","1","2",32,0,32,0,0,32,0,11,11,11,11,"362435","11766","0","0","108915","17300","221834","342515","364585","364585","0","0","364585","97995","84283","83436","37082","-1874","35208","0","35203","360319","250317","394995","221386","1055","5373","1835","60983","43252","16843","7370","27217","914","13423","13712","1936","0","4614",0,"360","0","876","19527","1576","2403","49"
42540,8,47,4700,4700,4700,"32.658376285147",53,1,0,3,3,8,2,0,"2","2","0","2",25,0,25,0,0,25,9,8,14,14,11,"191769","28807","0","275","86141","370","101248","216471","244790","244790","0","0","244790","74571","70238","94775","57147","-1997","55150","0","55150","448503","196041","394775","257876","1631","10350","7655","32148","0","3371","10099","32895","3839","24754","4333","1026","0","6145",0,"653","1831","1014","0","0","2276","5"
42543,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,7,1,0,"2","2","0","2",21,0,21,0,0,21,1,20,20,20,12,"386272","77208","0","4950","43715","0","259861","385734","425496","461746","36250","693","426189","95819","71509","106735","39600","-11442","28158","21896","50054","527229","177864","46835","673468","2085","16717","13932","90664","0","7453","18444","45764","1555","36013","24310","2677","0","6526",0,"1591","18","2190","0","0","7288","4888"
42549,9,50,5120,5100,5074,"39.8535274475736",53,1,0,2,2,10,1,0,"1","1","0","1",0,0,0,0,45,45,0,14,14,14,6,"533231","55622","0","5933","292938","208132","0","354493","373487.79","375487.79","2000","31915","405402.79","135606","118392","135615.79","94313.79","-5836","88477.79","266","88743.79","255623","203149","87185","377367","0","13000","7346","113643","0","1232","3933","56696","5657","3266","17214","0","0","7682",0,"664","0","835","0","0","2522","3473"
42550,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,7,1,0,"1","1","0","1",0,0,0,0,39,39,0,9,9,9,0,"329575","-6196","0","4620","308128","11161","0","306552","316960.51","316960.51","0","44570","361530.51","111192","102197","111232.51","107551.51","-1202","106349.51","0","106349.51","45336","125414","98692","75795","1975","5861","3500","125097","0","5381","3544","52545","2142","2329","8995","0","0","4960",0,"367","0","552","0","0","565","758"
42552,9,50,5210,5200,5074,"35.2733463935869",53,1,0,2,2,9,2,0,"2","2","0","2",0,0,0,0,0,32,3,10,11,12,2,"167756","64089","0","5459","98104","0","0","167652","182969","182969","0","0","182969","79414","71077","83381","71027","-505","70522","0","70522","120566","57992","134553","51148","0","7016","8732","0","0","0","2819","44527","2343","6622","8337","0","0","7179",0,"861","17","450","0","0","0","535"
42553,9,73,7310,6184,6184,"58.6218143385527",53,1,0,2,2,8,1,0,"3","3","0","3",28,0,28,0,0,47,0,14,14,14,14,"462135","15467","0","0","173596","53339","277901","466964","506105","512802","6697","775","506880","155036","134397","170089","77865","-10329","67536","6697","74233","515585","178998","192800","505254","0","10193","3814","163736","101","5981","7702","72153","3755","14408","20639","2893","0","13370",0,"725","0","1341","0","0","10425","129"
42554,7,15,1510,1500,1516,"138.290024461045",53,1,0,3,3,8,1,1,"1","2","1","2",0,0,0,0,0,0,0,10,10,10,1,"151724","53175","100642","1480","0","0","0","155297","166444.78","168967.78","2523","0","166444.78","76984","68759","50016.78","32214.78","-47","32167.78","2523","34690.78","50106","161732","138981","74398","1450","13489","11378","0","0","0","7552","1678","238","3298","8225","0","0","2554",0,"324","0","510","23699","4033","412","82"
42560,10,50,5210,5200,5074,"39.0080447932509",53,1,0,2,2,8,1,0,"2","2","0","2",9,0,9,0,0,49,0,13,13,14,7,"359554","31290","49917","-110","107312","17250","125677","314566","332994","332994","0","0","332994","126524","114490","129742","96660","-4629","92031","0","92031","124272","45984","46441","133651","3438","12142","16243","25248","0","3746","8009","80640","99","16514","12034","3159","0","11843",0,"1941","139","802","0","0","1605","3318"
42561,9,28,2821,2800,2829,"90.3667390914479",53,1,0,2,2,8,1,1,"2","2.94","4.01","6.01",0,0,0,0,0,0,0,3,3,3,0,"163852","0","160230","0","0","0","0","162831","164339","164776","437","0","164339","119229","118024","45509","39547","-7","39540","437","39977","19458","42573","52629","9424","0","16840","326","0","0","0","1596","18720","0","2967","1205","115","0","2246",0,"0","0","1501","69307","3213","0","7"
42568,9,29,2912,2900,2829,"19.0226803273914",53,1,0,2,2,9,1,0,"3","3","0","3",0,0,0,0,0,0,0,1,1,1,0,"223197","0","223197","0","0","0","0","223197","223221","223221","0","0","223221","138260","137726","133749","132864","9","132873","0","132873","3934","48780","42807","10345","10103","52495","0","0","0","0","2622","4155","0","177","534","0","0","1382",0,"886","0","3091","0","0","0","0"
42570,8,16,1630,1600,1516,"50.6930181552517",53,1,0,3,3,10,1,0,"2","2","0.05","2.05",0,0,0,0,0,0,1,8,8,8,0,"105505","10293","93554","1652","0","0","0","105499","115316","115436","120","0","115316","53786","43634","51549","48123","-1597","46526","120","46646","41914","22740","6940","58138","0","17015","2540","0","0","0","2702","3530","975","3579","10152","0","0","2352",0,"152","249","297","1068","58","600","1075"
42571,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,3,7,1,0,"1","1","0","1",18,0,18,0,0,18,3,11,12,13,10,"163468","15443","0","0","20467","0","142584","178494","195299","195299","0","3534","198833","72081","67658","83143","62076","-2050","60026","-24","60002","705265","200596","501731","404130","0","6695","3083","18374","10563","1334","8672","27850","138","4608","4423","1241","0","5093",0,"216","339","461","0","0","2311","0"
42606,9,74,7410,5374,5074,"36.1222691444672",53,1,0,2,2,8,1,1,"1.05","2","1","2.05",19,0,19,0,39,46,0,12,12,13,11,"593619","20681","0","-350","309218","87451","200032","531669","551393","552664","1271","0","551393","194104","181821","170325","121269","-4447","116822","1271","118093","245334","187108","272999","170639","2707","8053","6216","195779","0","2679","9971","74394","9947","14945","12283","0","0","9070",0,"572","0","1777","25125","3591","3252","1345"
43167,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,8,1,0,"1","1","0","1",18,0,18,0,0,18,1,11,11,11,9,"138414","7761","0","357","19185","2770","112020","139323","161251.88","161306.88","55","4065","165316.88","58246","49613","70582.88","56283.88","-1994","54289.88","55","54344.88","131765","107166","139117","104118","722","2669","2397","15441","0","4473","1801","17836","40","3368","8633","877","0","4105",0,"180","119","403","0","0","2017","6"
43169,10,50,5300,5374,5074,"43.1183175179627",53,1,0,2,2,9,1,1,"2","3","1","3",0,0,0,0,0,18,3,5,7,8,4,"819551","34389","0","0","734741","20620","0","789130","797179","808679","11500","291","797470","166326","163611","128538","112071","-6373","105698","9491","115189","114644","148374","23667","239351","1258","4243","6331","429794","0","110336","2415","111435","180","5639","2715","0","0","6085",0,"157","517","937","29331","12153","1749","4645"
43170,8,50,5300,5374,5074,"113.206655893447",53,1,0,3,3,8,1,0,"1","1","0","1",0,0,0,0,0,4,0,0,0,1,0,"178192","0","0","0","157905","8794","0","157905","168178","168178","0","0","168178","18668","18668","28677","21803","-1200","20603","0","20603","49267","53855","65669","37453","0","0","0","81588","0","28764","336","23363","563","1027","0","0","0","5430",0,"0","0","262","0","0","1003","198"
43173,7,16,1660,1600,1516,"147.994478346418",53,1,0,2,2,6,1,0,"1","1","0","1",0,0,0,0,0,0,2,7,11,11,4,"63266","46407","12999","3860","0","0","0","63266","75908","76708","800","0","75908","15556","12904","24383","12200","-1449","10751","800","11551","30683","13919","-7786","52388","118","7164","9608","0","0","0","1766","0","0","5746","2652","0","0","3046",0,"837","43","241","0","0","654","826"
43177,8,16,1630,1600,1516,"50.6930181552517",53,1,0,5,3,10,1,0,"2","2","0","2",0,0,0,0,0,0,0,7,7,7,0,"131320","0","131320","0","0","0","0","131320","150877","151332","455","0","150877","70323","60258","79141","65010","-1011","63999","455","64454","42804","22784","20966","44622","3694","12598","2223","0","0","0","9154","4155","1006","10083","10065","0","0","2940",0,"0","0","565","0","0","1002","23"
43178,8,16,1630,1600,1516,"50.6930181552517",53,1,0,3,2,9,2,0,"3","3","0","3",0,0,0,0,0,0,0,7,7,7,0,"247183","0","247183","0","0","0","0","247183","261057","261155","98","0","261057","169709","164575","177106","151774","17","151791","0","151791","117068","223404","336379","4093","10982","16595","4412","0","0","0","4461","1307","0","9348","5134","0","0","3757",0,"0","0","1169","0","0","0","0"
43182,8,16,1630,1600,1516,"50.6930181552517",53,1,0,3,3,5,1,1,"1","1.47","0.97","1.98",0,0,0,0,0,0,4,7,11,11,0,"251551","2086","250191","0","0","0","0","252277","259550","271575","12025","726","260276","174651","164339","148630","103104","-11832","91272","5839","97113","329778","42161","126104","249463","0","23728","4644","0","0","0","5574","7413","657","5857","10312","0","0","3765",0,"114","1184","537","16694","4453","10495","1337"
43184,10,73,7310,6184,6184,"24.1595371706295",53,1,0,3,3,9,1,0,"2","2","0","2",32,0,32,0,0,50,0,19,19,19,14,"442935","14621","0","-2007","183796","0","237752","434162","475287","476765","1478","29122","504409","178639","165863","199586","135194","850","136044","1478","137525","582828","463064","825534","234811","4640","12894","12541","68264","3139","12556","14823","63528","5862","8543","12776","2564","0","10824",0,"1690","0","1082","0","0","3750","24"
43187,9,73,7310,6184,6184,"58.6218143385527",53,1,0,3,3,9,1,0,"2","2","0","2",24,0,24,0,23,38,0,12,12,13,6,"338329","47515","0","3654","84719","3400","182488","330760","352262","365458","13196","5536","357798","114056","103109","119640","56348","-4590","51758","13196","64958","308467","237772","228583","325438","0","7433","5991","61944","20172","7896","23287","40838","3046","10070","10947","1941","0","6984",0,"816","0","1643","0","0","5056","146"
43188,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,8,1,0,"3","3","0","3",33,0,33,0,0,33,3,24,25,25,19,"559892","80344","0","3850","114931","0","398364","597489","655778","662645","6867","1585","657363","249506","226733","281506","139920","-19469","120451","6867","127319","1257067","422368","647548","1041677","419","19036","18571","124365","650","11870","24089","65527","398","22232","22773","3362","0","8299",0,"0","385","2935","0","0","18297","1368"
43189,9,45,4500,4500,4500,"63.4415289704602",53,1,0,4,4,9,1,0,"2","2","0.13","2.13",29,0,29,0,0,29,1,16,16,17,15,"359379","8945","0","0","83803","0","268431","361179","392935","400935","8000","3375","396310","87127","65680","91546","43464","-7951","35513","6857","42368","339644","249620","192544","404498","659","11454","7357","73698","360","26426","13788","57379","481","23166","21447","2402","0","6796",0,"152","125","2260","2549","129","6616","2010"
43190,10,50,5130,5100,5074,"23.8378357131179",53,1,0,4,4,8,1,2,"3","6","3.31","6.31",7,0,7,0,50,50,2,25,26,26,1,"1910218","-49649","0","18543","1891707","0","0","1860601","1919804.1","1926947.1","7143","273093","2192897.1","846252","817940","769217.1","587372.1","-13019","574353.1","7143","581496.1","1195367","738439","1106563","840843","0","11107","28102","612038","0","56782","14167","556980","2914","44525","28312","157","0","19726",0,"2716","168","5328","74620","20125","13241","1273"
43192,8,83,8320,6184,6184,"93.2382308828499",53,1,0,3,3,8,1,0,"2","2","0.11","2.11",19,0,19,0,0,19,9,11,16,16,11,"229452","62281","0","6224","18966","80210","28360","115831","146231.47","151779.47","5548","3953","150184.47","5705","616","27061.47","18331.47","-1101","17230.47","0","17230.47","98537","206473","72694","232561","0","9347","13382","14000","0","765","5707","12391","1413","7265","5089","239","0","4008",0,"543","1172","452","660","272","336","984"
43194,8,46,4600,4600,4600,"47.6568254537456",53,1,0,2,2,9,1,0,"3","3","0","3",45,0,45,0,0,45,0,18,18,18,14,"248320","4571","0","0","246254","2800","0","250825","311547.76","378047.76","66500","3270","314817.76","54487","30694","88721.76","51560.76","-1412","50148.76","13723","63871.76","434360","318219","499574","257280","1184","13466","8633","44993","0","7093","15702","7722","660","8902","23793","0","0","5571",0,"1116","0","1362","0","0","1239","173"
43195,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,7,2,0,"2","2","0","2",27,0,27,0,0,27,1,19,19,20,14,"348662","76999","0","2201","25684","11700","256862","361746","403435.24","403742.24","307","1144","404579.24","78579","52648","90759.24","45289.24","-6265","39024.24","307","39331.24","410396","173972","53477","536301","2140","10041","9597","76464","300","18881","9025","36883","453","26436","25931","2581","0","13851",0,"1061","76","1314","0","0","6210","537"
43196,8,46,4600,4600,4600,"47.6568254537456",53,1,0,2,2,8,2,0,"1","1","0.04","1.04",18,0,18,0,0,18,0,4,4,4,1,"56217","8842","0","1209","46166","0","0","56217","74697","75241","544","0","74697","21544","18593","35662","18482","-681","17801","544","18345","136285","35116","71253","100750","0","1728","2087","0","0","52","1209","25784","802","2614","2951","130","0","2934",0,"86","0","178","797","292","737","2"
43199,8,46,4600,4600,4600,"47.6568254537456",53,1,0,3,2,9,1,0,"1","1","0","1",24,0,24,0,0,24,0,17,17,19,16,"83782","11480","0","1377","80908","0","0","93765","132385","132385","0","0","132385","7289","-10819","26437","18206","717","18923","0","18923","141096","218262","304954","54404","3820","5767","4115","15166","0","608","6125","2550","1193","3375","18108","0","0","3842",0,"117","0","375","0","0","153","0"
43204,7,15,1510,1500,1516,"138.290024461045",53,1,0,2,2,11,1,0,"1","1","0","1",0,0,0,0,0,0,0,12,12,12,1,"65388","56915","0","11635","0","0","0","68550","83161","128261","45100","0","83161","8125","5986","18625","4488","-295","4193","45100","49293","36656","60367","81723","26925","0","507","9813","0","0","0","4244","6500","1883","2253","2139","3875","0","5591",0,"624","0","737","0","0","13","372"
43989,10,50,5210,5200,5074,"39.0080447932509",53,1,0,4,2,10,1,1,"1.2","3.2","2","3.2",0,0,0,0,0,50,0,0,0,1,0,"1325396","0","0","0","-154838","248534","1322970","1168312","1168356","1168356","0","0","1168356","370099","370099","264437","220316","-8014","212302","0","212302","126063","660899","451608","339758","0","0","0","556324","0","17396","8252","395449","3643","20472","0","488","0","16288",0,"0","0","3921","74851","26890","5852","2190"
43994,10,50,5130,5100,5074,"23.8378357131179",53,1,0,4,3,9,1,2,"2","4.62","2.62","4.62",0,0,0,0,50,50,0,23,23,23,2,"1550658","32886","0","1562","1595473","53127","0","1641449","1679815","1686017","6202","132050","1811865","829918","799300","749751","532484","-22120","510364","5329","515693","2007765","719355","1571076","1168950","3893","23633","23371","473124","0","68595","22602","215305","4671","21164","30618","2764","0","23847",0,"1260","202","1905","57827","25158","21577","1237"
43997,8,45,4500,4500,4500,"124.122482717469",53,1,0,4,4,8,1,0,"2","2","0","2",16,0,16,0,12,27,0,12,12,12,12,"169203","6142","0","0","33366","0","119543","159051","179557","179984","427","0","179557","54813","40352","59959","42511","-1173","41338","427","41765","150484","92938","144340","101946","1039","3290","1283","21849","0","5046","2113","25382","133","1957","14461","1038","0","4462",0,"93","0","483","0","0","1042","162"
43998,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,7,1,0,"2","2","0","2",34,0,34,0,0,34,0,18,18,18,16,"347503","14425","0","-578","56591","0","271039","341477","374885.31","376358.31","1473","5311","380196.31","70278","50925","81468.31","61719.31","-2663","59056.31","1473","60529.31","197659","200619","238165","168546","3461","10382","10841","71572","2423","12578","13516","34487","1538","26024","19353","2164","0","7666",0,"668","0","985","0","0","1529","1139"
43999,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,8,1,0,"3","3","0","3",30,0,30,0,0,30,0,18,18,18,16,"259403","35201","0","1631","24690","0","210410","271932","315364.6","321447.6","6083","8984","324348.6","70011","51087","92790.6","64014.6","-4756","59258.6","5953","65211.6","334963","175299","175534","334825","602","15192","6881","42090","8562","3096","10658","27086","345","17023","18924","1855","0","7775",0,"529","0","826","0","0","3939","817"
44000,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,5,1,0,"2","2","0","2",27,0,27,0,0,27,0,16,16,16,15,"161139","-11266","0","-282","26975","3604","135030","150457","184523.86","206577.86","22054","2931","187454.86","35993","23298","56125.86","20860.86","-3616","17244.86","-26896","-9651.14","305273","144804","148833","301244","0","6461","3273","33063","360","3161","7097","23284","957","6270","12695","1169","0","6821",0,"188","0","1007","0","0","2871","749"
44001,6,46,4600,4600,4600,"87.5535643315774",53,1,0,3,3,9,1,0,"2","2","0","2",11,0,11,0,0,11,0,11,11,11,10,"73766","5896","0","-274","33054","26310","0","38676","63012.69","63012.69","0","2700","65712.69","5361","-7946","15930.69","5469.69","13","5482.69","0","5482.69","15403","91867","98775","10708","0","2563","1631","137","0","1123","2542","6043","660","2479","13307","0","0","2942",0,"178","0","269","0","0","0","0"
44002,8,15,1510,1500,1516,"57.5593377505811",53,1,0,3,3,6,2,0,"1","1","0","1",0,0,0,0,0,0,7,13,17,17,3,"141472","113162","0","9751","0","0","0","134891","161154.38","183854.38","22700","1187","162341.38","28410","14036","34938.38","19001.38","-1586","17415.38","22700","40115.38","219511","15551","205656","31118","0","7456","10542","0","0","0","16203","6423","2459","18545","14374","23361","0","3979",0,"892","1442","623","0","0","379","1209"
44010,7,16,1630,1600,1516,"147.994478346418",53,1,0,3,3,10,2,0,"1","1","0","1",0,0,0,0,0,0,2,3,5,5,0,"59479","10635","48844","0","0","0","0","59479","68798","68798","0","0","68798","28886","25401","33183","29861","-19","29842","0","29842","56887","22078","65809","15597","801","7314","1490","0","0","0","1672","2247","324","1214","3485","0","0","1519",0,"56","792","420","0","0","0","46"
44011,10,50,5130,5100,5074,"23.8378357131179",53,1,0,4,4,6,1,1,"1","2","1.04","2.04",0,0,0,0,50,50,1,15,15,15,2,"1037473","-2190","0","3969","1031956","33433","0","1033735","1054693","1060966","6273","86860","1141553","308620","296223","280880","214688","-15876","198812","6273","205080","620465","366141","343056","643678","3545","12530","10566","465789","0","49786","4405","165009","6241","8649","12397","0","0","7693",0,"1788","37","2178","25364","6651","12659","3498"
44013,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,9,1,0,"2","2","0","2",18,0,18,0,0,18,0,11,11,11,10,"198288","7978","0","-550","23195","0","167384","198007","214800","249800","35000","0","214800","78888","72165","87500","57228","-1931","55297","34598","89895","245848","90272","189424","150499","0","4831","2143","31002","11289","8854","3361","20943","78","4950","6723","1424","0","3369",0,"195","0","1249","0","0","1945","0"
44050,6,16,1660,1600,1516,"31.4258377309615",53,1,0,3,3,8,1,1,"1","1.43","1.91","2.91",0,0,0,0,0,0,0,5,5,5,2,"187565","168796","18239","530","0","0","0","187565","194073","194073","0","0","194073","133339","124989","83141","69594","277","69871","0","69869","51866","186957","211563","27260","1448","8836","3677","0","0","0","3082","3364","797","13604","8350","75","0","3898",0,"174","0","943","40548","6179","151","83"
44051,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,2,7,1,1,"1","2","1","2",0,0,0,0,50,50,1,13,13,13,2,"823583","55116","0","2090","744747","25193","0","801953","819711","821515","1804","28744","848455","270067","258836","244474","191319","-22540","168779","1804","170584","540061","213324","177616","576583","0","4490","10226","372848","0","34598","9177","80669","2459","11484","11231","945","0","11133",0,"78","95","3028","27077","1371","17309","5699"
44620,9,47,4700,4700,4700,"57.5890481126126",53,1,0,3,3,7,2,0,"2","2","0","2",46,0,46,0,0,46,0,21,23,23,19,"417089","41543","0","8655","139060","0","282565","471823","526822.06","527542.06","720","18501","545323.06","161438","155297","202804.06","136191.06","-6869","129322.06","200","129522","472430","449204","628230","293837","3184","12237","15190","71874","0","8208","18817","58333","360","16961","6141","189","0","7887",0,"4850","0","2224","0","0","4439","2469"
44621,8,47,4700,4700,4700,"32.658376285147",53,1,0,2,2,9,1,0,"2","2","0","2",35,0,35,0,0,35,0,13,15,15,15,"106134","-9526","0","0","14935","5800","67741","74316","120544.62","133571.62","13027","8608","129152.62","-26868","-32221","11619.62","-1666.38","-5531","-7197.38","13027","5829.62","181761","237964","195223","224502","546","5555","1231","13238","0","1889","12060","39467","0","4536","5353","654","627","6173",0,"1657","0","294","0","0","4591","1377"
44624,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,8,1,0,"2","2","0","2",22,0,22,0,0,22,0,16,16,16,12,"322547","55198","0","1659","39896","5200","189384","304654","337079","338407","1328","0","337079","105111","83292","112263","66670","-6126","60544","705","61249","316098","135078","203659","253135","0","11056","11501","59382","6200","3468","4302","37993","1056","10665","21819","0","0","6707",0,"1350","0","1141","0","0","4724","1484"
44625,9,73,7310,6184,6184,"58.6218143385527",53,1,0,2,2,6,2,0,"2","2","0","2",24,0,24,0,24,39,0,15,15,15,13,"304710","20512","0","2172","36162","1000","219162","278008","306597","309162","2565","0","306597","113496","96041","122912","79665","-10304","69361","2565","71926","443674","135904","180386","405937","0","9452","8635","37727","0","8026","3500","40035","1630","6305","17455","1833","0","7419",0,"577","18","723","0","0","9294","1061"
44628,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,3,8,2,1,"1","1.88","0.88","1.88",23,0,23,0,0,23,13,4,15,15,13,"212858","-188","0","0","45831","0","154854","208466","230973","242306","11333","9506","240479","69351","66890","66775","46011","-1903","44108","11333","55444","291334","136337","331634","101613","2236","10669","3371","26470","0","2580","13361","21911","1005","10133","2461","1365","0","4167",0,"307","2289","1112","16306","2558","1902","50"
44629,9,74,7410,5374,5074,"36.1222691444672",53,1,0,3,3,9,1,0,"3","3","0.01","3.01",21,0,21,0,35,45,1,15,15,15,11,"503310","27471","0","787","291303","11449","185033","504594","527818","528408","590","0","527818","159910","147036","167399","146534","-5372","141162","590","141749","259038","207625","223865","248160","816","9774","7578","175666","0","15683","11488","54309","5032","15652","12874","1694","0","6980",0,"671","27","1701","319","30","3906","1577"
44633,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,2,6,1,0,"2","2","0.02","2.02",22,0,22,0,0,22,0,14,14,14,13,"238213","11092","0","743","29001","0","199566","241231","264863.25","267797.25","2934","155","265018.25","94865","78370","99353.25","66535.25","-3720","62815.25","2934","65749.25","256400","116940","178973","199797","1803","6516","5691","41719","0","7168","7330","22486","388","5278","16495","1673","0","5408",0,"622","0","589","532","188","3278","497"
