"","IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
"203",45350,9,16,1660,1600,1516,"37.5568529609592",28,1,0,4,3,9,1,0,"1","1","0","1",14,0,14,0,0,14,10,19,24,24,5,"225005","193424","0","-450","3056","0","-8400","187630","229929","232552","2623","3320","233249","35795","18704","56041","15038","-8600","6438","2623","9061","441274","146176","330417","257033","0","19948","25972","4914","0","562","12393","5947","0","11301","17091","0","0","8128",0,"1867","2082","644","0","0","4069","4900"
"204",45363,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,3,5,1,0,"2","2","0.08","2.08",34,0,34,0,0,34,1,18,18,18,13,"376461","52027","0","3928","35878","0","271038","362871","404016.86","407868.86","3852","9012","413028.86","101821","78606","115996.86","63897.86","-12212","51685.86","3852","55534","439779","125509","43962","521326","0","15293","10659","73281","0","327","14554","47117","1179","6371","23215","121","0","15025",0,"1169","49","1064","330","0","9061","3337"
"205",45365,10,83,8320,6184,6184,"7.06048775679054",28,22,0,3,2,4,1,0,"4","4","0","4",45,0,45,0,0,45,2,26,27,27,16,"875531","194957","0","10884","180072","208595","311005","751569","840206","916710","76504","9095","849301","264102","214640","289647","123897","-12060","111837","12556","124393","998905","561758","635408","939284","458","25922","32577","158838","9600","7532","31091","60923","2967","27445","49462","275","0","14280",0,"4583","26","2009","0","0","10302","2222"
"206",45369,7,15,1510,1500,1516,"47.5045035830704",28,1,0,3,2,10,2,0,"1","1","0","1",2,0,2,0,0,2,10,8,14,14,5,"83533","63700","0","9425","1879","0","0","75004","98033.24","98033.24","0","0","98033.24","15223","7668","28018.24","5153.24","-568","4585.24","0","4583","299182","16382","286106","29458","0","6953","4867","291","0","0","2785","14908","0","2597","7555","0","0","9463",0,"309","1881","288","0","0","586","19"
"207",45371,8,45,4500,4500,4500,"73.3105604665629",28,1,0,1,2,8,1,1,"1","1.6","0.62","1.62",20,0,20,0,0,20,0,11,11,11,9,"222699","7980","0","1280","36372","0","156033","204699","220833.77","222858.77","2025","14965","235798.77","86463","69497","68307.77","7744.77","-1588","6156.77","2025","8181.77","349232","95391","274148","171448","0","6524","1449","25961","0","10539","5701","25421","0","9391","16966","0","0","6850",0,"1197","0","560","13185","1891","2022","9"
"208",45373,8,46,4600,4600,4600,"23.3431691084087",28,1,0,3,2,6,2,0,"2","2","0","2",36,0,36,0,0,36,0,17,17,17,17,"143432","5904","0","0","127050","2300","4607","144824","218228","222634","4406","112","218340","43353","27897","100208","46285","-7109","39176","4406","43582","533873","100793","291383","343283","4711","1648","585","1907","4455","742","7630","22846","1490","6355","15456","835","0","7210",0,"244","0","776","0","0","6343","807"
"209",45375,8,46,4600,4600,4600,"23.3431691084087",28,1,0,2,3,5,2,0,"1","1","0","1",15,0,15,0,0,15,1,4,5,5,3,"71403","13325","0","134","51335","3620","0","64794","78575.34","90160.34","11585","0","78575.34","26778","24344","37102.34","19125.34","-3277","15848.34","9688","25536","80044","21339","-9017","110927","783","2760","2263","914","0","78","996","12363","566","1406","2434","1012","0","2914",0,"204","195","314","0","0","1421","1865"
"210",45380,9,45,4500,4500,4500,"42.6481373060645",28,1,0,4,3,3,1,1,"3","4.69","1.69","4.69",36,0,36,0,0,36,0,26,26,26,16,"696233","134018","0","210","56787","28650","497019","854189","915644","935202","19558","0","915644","115424","69878","98967","-24020","-36680","-60700","19230","-41470","1221792","309948","-256087","1789301","8046","15520","17081","180190","11583","1721","28488","137315","3050","49059","45546","2793","0","19788",0,"3750","0","2967","23284","841","30897","6953"
"211",45382,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,3,9,1,0,"1.5","1.5","0","1.5",25,0,25,0,0,25,0,13,13,13,12,"164896","-4329","0","-376","11802","2605","123738","130925","153697.47","153697.47","0","10602","164299.47","9387","-846","20287.47","15487.47","-2263","13224.47","0","13224.47","148144","48765","68745","128164","0","7045","1204","26311","0","5910","5046","20893","450","5003","10233","0","0","2795",0,"1153","0","443","0","0","361","1902"
"212",45383,9,45,4500,4500,4500,"42.6481373060645",28,1,0,3,0,8,1,0,"1.08","1.08","0","1.08",32,0,32,0,0,32,0,16,16,16,13,"354944","18739","0","-4320","27297","0","300938","342654","378326.54","380820.54","2494","7175","385501.54","69732","45320","75799.54","24541.54","-13553","10988.54","-17","10969","450371","91385","27202","518899","0","10242","4259","94023","1273","8502","14099","64643","4600","13784","24412","0","0","8563",0,"965","0","928","0","0","8880","5180"
"213",45385,8,83,8330,6184,6184,"51.8633201707947",28,1,0,3,3,5,1,0,"1","1","0.5","1.5",2,0,32,31,0,32,0,13,13,13,2,"218820","48443","97491","2449","62804","800","647","212635","287108.46","288108.46","1000","9809","296917.46","38434","18623","80838.46","47083.46","-1990","45093.46","-3524","41569.46","199773","205790","172463","239133","0","22421","18875","22758","2118","4477","10788","14514","1811","9562","19811","57","0","8657",0,"150","28","1016","9006","411","2408","51"
"214",45390,9,47,4700,4700,4700,"25.2839425535209",28,22,0,4,3,5,2,1,"2","2.57","0.9","2.9",43,0,43,0,0,43,0,26,26,26,23,"318922","27812","0","0","110418","0","196436","342114","420343","420343","0","9169","429512","85903","53303","112033","76297","-3999","72298","0","72298","527115","143524","421556","299157","0","4958","4035","44533","2740","2749","19805","38380","1639","16523","32600","1017","0","8913",0,"1427","0","903","15520","1067","3751","471"
"215",45391,8,16,1660,1600,1516,"67.1931674531703",28,1,0,5,3,9,1,0,"1","1","0","1",0,0,0,0,0,0,5,15,17,17,0,"258353","256394","0","9416","0","0","0","270287","303326.26","303658.26","332","387","303713.26","155451","139636","167384.26","167667.26","-4445","163222.26","0","163222.26","257422","133183","149383","240054","0","14551","23879","0","0","0","3521","10508","348","6888","15815","141","1278","4815",0,"2158","1212","662","0","0","4211","872"
"216",45392,9,45,4500,4500,4500,"42.6481373060645",28,1,0,3,2,7,2,0,"3","3","0.17","3.18",41,0,41,0,0,41,4,24,26,26,19,"601511","75312","0","5178","106511","0","422887","609888","661006","762978","101972","22643","683649","234697","197987","242257","134559","-12030","122529","69355","191884","1212154","312250","656040","880956","7513","21547","24637","121537","9334","11809","17287","94083","7651","32127","36710","0","0","15106",0,"3456","584","1836","600","0","11730","646"
"217",45791,8,46,4600,4600,4600,"12.537477132456",28,1,0,3,2,6,1,0,"1","1","0","1",31,0,31,0,0,31,0,13,13,13,12,"91401","16679","0","-900","73763","0","0","95901","122615","122805","190","0","122615","12310","2538","28361","-4615","-627","-5242","190","-5052","279519","228434","436924","71400","0","3029","5222","20276","2606","1216","8836","11286","440","4965","9772","0","0","4207",0,"568","0","287","0","0","445","216"
"218",45792,8,45,4500,4500,4500,"34.7641591637178",28,1,0,4,3,4,1,0,"2","2","0","2",21,0,21,0,0,21,0,16,16,16,12,"282763","51082","0","-5900","12989","0","229712","287883","350392","357518","7126","189","350581","93424","77116","132138","67243","-6286","60957","7126","68083","606524","301410","488256","419678","0","8563","8204","68671","0","3543","9834","63460","0","11142","16308","75","1110","9671",0,"657","0","893","0","0","7754","138"
"219",45934,8,15,1510,1500,1516,"75.3991346526384",28,1,0,3,2,8,1,0,"2","2","0","2",0,0,0,0,0,0,0,20,20,20,4,"190351","143076","0","34156","0","0","0","206982","237444.5","257044.5","19600","0","237444.5","54461","17389","46352.5","40236.5","-3469","36767.5","19600","56365.5","81390","93719","-70604","245713","0","9397","29859","0","0","0","12990","4994","0","8880","37072","16770","0","4711",0,"934","0","426","0","0","386","3221"
"220",45935,9,16,1660,1600,1516,"37.5568529609592",28,1,0,3,2,9,1,0,"2","2","0","2",0,0,2,2,0,2,0,25,25,25,2,"440363","545431","0","11193","975","100","0","567341","613824","651824","38000","0","613824","345437","295406","337972","177623","-1871","175752","34758","210510","484439","612724","907464","199082","0","19266","42240","1321","0","354","26902","7615","5210","15583","50031","1175","11766","9937",0,"2807","0","870","0","0","1831","99"
"221",45937,6,48,4840,4840,4800,"5.28093383441889",28,1,0,3,2,5,1,2,"2","5","4","6",0,0,14,0,0,14,0,9,9,9,9,"488520","-2850","0","0","254385","40097","1227","407979","426629","431669.6","5040.6","0","426629","270573","262725","182867","129414","-4378","125036","5040.6","130076.6","792110","179651","601006","370755","0","0","97","22857","15634","4572","2663","9886","3756","8670","7848","1967","0","8313",0,"0","0","400","89008","9100","4034","344"
"222",45938,8,45,4500,4500,4500,"34.7641591637178",28,1,0,4,3,8,1,0,"1","1","0","1",23,0,23,0,0,23,2,10,11,11,11,"202837","4484","0","0","15591","0","190192","210267","227352","229279","1927","0","227352","45391","34652","49320","20479","-5230","15249","1927","17176","326506","103929","145012","287960","0","7411","2481","49301","6740","3085","3091","56449","1160","7855","10739","0","1140","5824",0,"857","515","508","0","0","5184","483"
"223",45939,8,15,1510,1500,1516,"75.3991346526384",28,1,0,0,2,8,1,0,"1","1","0","1",12,0,12,0,0,12,3,12,13,13,4,"85658","49136","0","1575","16959","0","0","81179","104790","105104","314","5934","110724","12834","896","22993","18089","-1661","16428","62","16490","100031","43851","90098","53784","0","3566","14829","374","1310","1332","7222","1500","0","7468","11938","0","0","6433",0,"721","303","0","0","0","642","1032"
"224",45940,9,83,8320,6184,6184,"46.8592092702015",28,22,0,4,3,7,1,1,"2","3.5","1.5","3.5",37,0,37,0,0,37,1,26,26,26,16,"566755","200761","0","0","105408","180","242977","575534","637137","654477","17340","0","637137","269833","219741","222873","105191","-10624","94567","17340","111907","767200","442483","666282","547740","0","8886","30145","77768","3003","11824","22143","51860","6377","25392","50092","1965","3161","9312",0,"3089","100","1329","41891","7873","7551","3199"
"225",45941,9,45,4500,4500,4500,"62.3959699362882",28,1,0,3,3,4,1,0,"3","3","0.91","3.91",43,0,43,0,0,43,1,26,26,26,19,"539230","81363","0","-900","129410","0","299074","512677","568551","582758","14207","2170","570721","183771","146740","181258","95539","-5963","89576","14207","103783","647149","321688","638280","332372","0","11542","16321","109275","0","35888","16882","42537","3632","21967","37031","1790","769","11174",0,"2050","13","1234","11994","1958","6414","69"
"226",45942,10,15,1510,1500,1516,"22.1106361776618",28,1,0,4,3,7,1,0,"2","2","0","2",0,0,0,0,0,0,1,29,29,29,0,"637384","748725","0","0","0","0","0","748725","839698","854658","14960","0","839698","238169","168557","247231","130689","-4310.49","126378.51","14960","141338.51","593002","684373","557511","724929","0","70697","104932","0","0","0","33790","21905","1526","7485","69612","0","18011","13233",0,"8115","0","1178","0","0","5207","798.49"
"227",45943,10,84,8440,6184,6184,"23.0681679128226",28,1,0,3,2,10,1,1,"2","4","2","4",36,0,36,0,0,36,0,21,21,21,13,"582538","218952","0","90","20900","0","361728","627137","673125.2","691133.2","18008","0","673125.2","289254","246194","227756.2","142519.2","-5150","137369.2","5175","142544.2","1685729","484588","777082","1394477","0","12902","26382","85455","15482","22536","20267","55053","5259","28026","43060","579","0","15715",0,"1713","0","940","49156","5856","7174","1697"
"228",45944,8,83,8310,6184,6184,"32.3844335216813",28,1,0,0,2,8,1,0,"1","1","0","1",13,0,13,0,0,13,3,15,16,16,9,"85676","72113","0","675","25079","0","24058","121925","147415","147770","355","1520","148935","13233","596","25172","14376","0","14376","355","14731","102019","149060","251994","754","0","7218","14945","1521","0","499","5888","16915","12367","21695","12637","0","1305","6735",0,"184","356","307","0","0","0","0"
"229",45961,10,74,7410,5374,5074,"17.3585162622729",28,22,0,4,3,5,1,3,"4","9","5","9",32,0,32,0,50,50,1,28,28,28,18,"1124821","145514","0","8321","752185","5618","363845","1269983","1371598","1435243","63645","161586","1533184","399733","349111","336333","-31741","-29013","-60754","55056","-5698","2632984","857708","1068172","2449456","0","29213","48865","356550","10234","30126","43383","127185","13685","118177","50622","3328","0","39089",0,"5947","305","5811","73730","18265","36067","313"
"230",45963,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,3,8,1,0,"1","1","0","1",13,0,13,0,0,13,3,7,10,10,8,"79494","9934","0","1100","18581","0","49109","78724","93168","93168","0","994","94162","16728","12881","25547","22715","-3403","19312","0","19312","132137","47563","53716","125984","731","4483","2124","11448","0","282","3056","24093","700","801","3847","0","0","3044",0,"569","443","262","0","0","1750","1776"
"231",45968,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,3,8,1,1,"2","3","1","3",37,0,37,0,0,37,0,16,16,16,16,"497073.8","8796.8","0","0","57864","450","402315","503091.8","547851.19","632305.19","84454","6978","554829.19","197480.8","175133.8","185588.19","92835.19","-7860","84975.19","32908","117883.19","858016","220164","465977","614492","1851","13313","3375","107933","0","12800","19377","39543","3786","7375","22347","0","0","7224",0,"836","0","1944","19290","6717","8934","341"
"232",45969,9,45,4500,4500,4500,"42.6481373060645",28,22,0,3,2,4,1,0,"3","3","0","3",47,0,47,0,0,47,1,19,19,19,19,"452481","0","0","0","108240","0","312235","420475","468650.63","471115.63","2465","0","468650.63","106224","77272","118938.63","51030.63","-5060","45970.63","2465","48434","611647","154066","455728","309985","0","12506","5404","105492","20808","5946","17151","44502","2310","10983","28952","0","0","7897",0,"2699","72","1782","0","0","4423","1803"
"233",45970,10,73,7310,6184,6184,"7.06048775679054",28,1,0,3,3,4,1,0,"3","3","0.75","3.75",36,0,36,0,0,49,1,19,19,20,19,"625567","8784","0","430","280026","39050","302693","592133","635415.25","711168.25","75753","9218","644633.25","211003","173225","206789.25","108434.25","-10416","98018.25","-346500","-248481.75","787514","200629","270482","723531","0","11319","4512","225365","0","6248","14396","64746","1165","5488","37778","0","0","6087",0,"877","18","1918","3600","0","11344","637"
"234",45971,10,74,7410,5374,5074,"17.3585162622729",28,1,0,3,3,5,1,1,"1.5","2.5","1","2.5",28,0,28,0,47,50,1,18,18,18,10,"907506","103701","0","1150","421260","152992","267266","805415","847443","847443","0","18002","865445","268108","243527","252004","177683","-4778","172905","0","172905","572398","348553","457881","469112","0","16386","22682","306244","0","21099","16884","109554","4493","13133","24581","277","346","10668",0,"2268","0","2366","23546","3164","4635","951"
"235",45972,10,45,4500,4500,4500,"26.2721720975498",28,1,0,3,3,6,1,2,"2","5.3","3.71","5.71",48,0,48,0,0,48,0,22,22,22,21,"1046831","2648","0","0","87297","0","911481","1001426","1082500.47","1162138.47","79638","3796","1086296.47","400131","355978","336137.47","195008.47","-16626","178382.47","60352","238734.47","1696343","474384","807157","1368128","0","21389","6744","215326","0","35750","10242","101626","8905","53815","44153","287","4028","14116",0,"1602","310","2347","70358","18127","19831","507"
"236",45974,8,15,1510,1500,1516,"70.2197630751298",28,1,0,3,2,8,1,0,"2","2","0","2",11,0,11,0,0,11,0,19,19,19,9,"106478","73654","0","5168","21318","0","0","100140","152014.15","152014.15","0","7489","159503.15","-12377","-37751","9902.15","120.15","-2059","-1938.85","0","-1938.85","98857","71445","36286","134016","0","4766","23940","3064","0","174","10186","3464","868","3663","25374","0","2818","3798",0,"1131","0","1846","0","0","0","2133"
"237",45976,8,46,4600,4600,4600,"23.3431691084087",28,22,0,3,4,3,1,0,"1","1","0","1",29,0,29,0,0,29,0,17,17,17,16,"100303","4275","0","750","45207","1000","35012","86318","160162","162838","2676","6024","166186","14312","1249","72553","51612","-1649","49963","2640","52603","194213","154684","158812","190085","507","1258","0","497","3040","0","6171","6946","3030","9308","13063","0","0","5677",0,"1508","0","527","0","0","2053","3"
"238",45980,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,2,7,1,0,"2","2","0","2",41,0,41,0,0,41,0,22,22,22,19,"487006","26200","0","765","69635","0","380601","477201","523343.15","523670.15","327","0","523343.15","181916","149735","187724.15","128940.15","-10820","118120.15","201","118321.15","703059","150713","278553","580732","0","12005","9711","129347","0","16574","10786","123153","4293","11697","32181","0","0","6302",0,"1993","0","1151","0","0","11709","809"
"239",46363,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,5,2,0,"2","2","0","2",32,0,32,0,0,32,0,19,19,19,15,"382042","46317","0","3910","43223","0","287684","381134","431809","433632","1823","8601","440410","170510","147497","195638","132398","-10070","122328","1823","124151","637309","374964","284813","727460","40","8779","7486","76123","0","1499","9317","34354","3596","13368","23013","0","0","7175",0,"2203","0","0","0","0","10326","25"
"240",46493,8,83,8330,6184,6184,"32.3844335216813",28,1,0,4,3,7,1,0,"1","1","0.56","1.56",26,0,26,0,0,26,3,16,18,18,11,"256838","134894","0","3323","104745","47110","0","250846","298535","303405","4870","7944","306479","59606","39992","80940","45914","-14649","31265","3870","35135","757576","249816","481997","525395","0","12883","21490","3154","22495","2046","4143","18401","990","13750","19614","12415","1733","8053",0,"3041","730","0","1978","77","9866","4899"
"241",46494,7,83,8330,6184,6184,"19.003401123543",28,1,0,3,2,9,2,0,"1","1","0","1",8,0,8,0,0,8,0,11,11,11,6,"79180","34794","0","-788","18202","12900","0","52208","62906","62906","0","0","62906","12860","3753","12602","11077","5","11082","0","11082","4143","151270","140726","14687","0","1982","6476","793","0","0","2223","9666","0","1654","9107","0","494","4794",0,"1579","0","264","0","0","0","0"
"242",46495,9,45,4500,4500,4500,"62.3959699362882",28,1,0,2,4,6,2,2,"2","6","4.17","6.17",21,0,21,0,0,21,0,16,16,16,11,"305878","72380","0","270","19137","2386","249211","340998","374968","379314","4346","14029","388997","154597","130800","69282","12515","-3124","9391","2775","12166","294528","159992","254065","223172","0","14369","0","1728","4551","7066","9283","31215","5727","17452","23797","0","0","7625",0,"908","0","1078","84561","8374","3468","221"
"243",46496,10,83,8310,6184,6184,"23.0681679128226",28,1,0,3,3,5,1,1,"3","3.85","0.85","3.85",37,0,37,0,0,37,0,26,26,26,15,"684419","456762","0","-900","35759","0","248451","749932","802193","807174","4981","0","802193","387199","329343","346395","237097","-16676","220421","2020","222441","628386","440904","372530","697414","0","47226","46162","68641","0","6310","21920","57130","2466","20184","57856","2858","0","10938",0,"3112","0","1275","26080","2037","17800","992"
"244",46497,7,83,8340,6184,6184,"19.003401123543",28,1,0,2,2,9,1,0,"1","1","0","1",14,0,14,0,0,14,2,11,12,12,8,"48383","27765","0","900","27093","1250","-3900","51858","73846","73846","0","15460","89306","5393","-4787","15520","11208","-2127","9081","0","9081","98171","91523","90261","100683","0","3053","4785","1211","5382","299","4914","1124","43","3561","10180","370","0","4348",0,"383","304","291","0","0","1007","1224"
"245",46498,6,48,4840,4840,4800,"5.28093383441889",28,1,0,0,3,8,1,0,"2","2","0","2",1,0,9,0,0,9,0,10,10,10,10,"202871","188","0","0","74811","10070","50463","278155","302424","302824","400","0","302424","204492","191939","215689","184894","-1448","183446","400","183846","479023","152053","438625","199589","0","0","0","12298","0","3009","310","4254","12696","988","12553","0","0","5041",0,"0","0","519","0","0","888","560"
"246",46500,8,73,7320,6184,6184,"32.3844335216813",28,1,0,4,3,5,1,0,"1.1","1.1","0","1.1",34,0,34,0,0,37,1,18,19,19,14,"202632","34629","0","-4950","148479","5440","-1000","194186","241049","241878","829","5220","246269","30990","5737","48331","21170","-1840","19330","829","20159","204061","200966","197918","207109","0","5241","11533","48336","1340","7744","11472","4999","2276","8444","25253","0","894","5564",0,"2564","699","571","0","0","1225","962"
"247",46503,8,29,2912,2900,2829,"28.2860629944908",28,1,0,3,2,7,1,3,"1","6","5.47","6.47",0,0,0,0,0,0,0,1,1,1,0,"910852","0","925108","0","0","0","0","925108","928693","947943","19250","0","928693","194192","194192","56312","8523","-1995","6528","9127","15655","197185","309199","80094","436444","0","478112","3559","0","0","0","901","40178","973","9474","0","1425","0","12629",0,"0","0","1446","117684","21350","1529","540"
"248",46527,7,45,4500,4500,4500,"76.3942660391072",28,1,0,2,2,9,2,0,"1","1","0","1",12,0,12,0,0,12,4,4,8,8,8,"94615","-2394","0","0","14984","0","79632","92222","103541.87","103541.87","0","0","103541.87","9188","5394","15093.87","6258.87","-909","5349.87","0","5345","241212","34773","215581","60404","0","1114","635","11756","1210","2597","4239","12736","1658","8295","3794","0","0","4214",0,"107","761","287","0","0","1324","0"
"249",46532,7,46,4600,4600,4600,"58.3990504003903",28,22,0,2,2,9,1,0,"1.8","1.8","0","1.8",13,0,13,0,0,13,1,16,16,16,15,"27479","9539","0","200","17756","1130","0","27495","63079","63079","0","253","63332","-14368","-24545","9846","-6297","-556","-6853","0","-6853","110561","19374","66838","63097","0","3330","1567","1084","0","80","6288","3347","85","4671","10177","0","163","3859",0,"44","701","282","0","0","471","102"
"250",46534,8,45,4500,4500,4500,"73.3105604665629",28,22,0,2,2,7,1,0,"1","1","0","1",16,0,16,0,0,16,2,13,14,14,12,"114955","10448","0","-400","26364","5000","74029","110441","156613.37","167620.37","11007","1787","158400.37","22740","10104","54194.37","4324.37","-6532","-2207.63","11007","8799.37","262009","106425","117370","251064","2342","4035","2521","18294","0","1054","3985","22033","2251","6999","12636","450","790","4797",0,"452","166","385","0","0","4303","2334"
"251",46535,9,47,4700,4700,4700,"25.2839425535209",28,22,0,4,3,6,1,0,"2","2","0","2",41,0,41,0,0,41,0,26,26,26,25,"171798","19918","0","0","105577","5950","62653","188148","276804","278354","1550","225","277029","46597","11783","95082","64463","-6368","58095","1550","59645","450994","70488","183288","339610","72","5842","4300","35755","0","0","14418","17377","477","9750","34814","589","1105","6532",0,"1996","0","1119","0","0","5413","2797"
"252",46537,8,45,4500,4500,4500,"73.3105604665629",28,1,0,2,2,9,1,0,"1.5","1.5","0","1.5",18,0,18,0,0,18,3,11,12,12,9,"177492","34437","0","2805","39287","0","108745","186539","206681","209181","2500","0","206681","65717","56034","71596","57877","1880","59757","2500","62257","205775","243765","446956","2584","7474","5513","8635","19355","15736","3150","8514","19992","23","15759","9683","924","0","5423",0,"1529","254","503","0","0","0","0"
"253",46538,7,46,4600,4600,4600,"58.3990504003903",28,1,0,2,2,10,1,0,"1","1","0","1",19,0,19,0,0,19,8,5,11,11,11,"83704.63","5193.63","0","1560","55110","22255","0","61863.63","81986.63","82986.63","1000","0","81986.63","93.63","-3837.37","14158.63","2249.63","51","2300.63","1000","3301","254112","119132","369249","3995","0","5228","2216","16122","0","889","5207","3054","121","2238","3931","0","0","3221",0,"365","1354","264","0","0","0","1"
"254",46539,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,2,8,1,0,"2","2","0","2",28,0,28,0,0,28,1,16,16,16,13,"301402","40954","0","1155","34690","2650","201636","278435","316403.79","317480.79","1077","5255","321658.79","87898","67458","98061.79","53874.79","-9031","44843.79","1077","45920.79","377265","94847","-43967","519469","618","10275","8393","57457","488","6627","11508","40264","2873","15506","20440","72","0","7086",0,"1561","0","622","0","0","7097","2743"
"255",46540,9,50,5210,5200,5074,"3.28989801751319",28,22,0,2,2,8,1,1,"1","2","1","2",31,0,31,0,0,47,3,15,16,16,14,"515425","30359","0","500","52832","77320","364985","448676","496490","499007","2517","0","496490","150984","133929","144281","102203","-4469","97734","2405","100139","525369","228145","348491","405226","0","4033","4669","183685","880","5862","9149","62885","5776","7000","17055","611","1452","7463",0,"1328","435","1109","26414","6723","4440","416"
"256",46541,8,16,1660,1600,1516,"67.1931674531703",28,22,0,5,3,9,1,0,"2","2","0","2",16,0,16,0,0,16,0,19,19,19,12,"149089","111928","0","7338","41193","6390","-3300","157159","207416","215414","7998","0","207416","32318","14476","61978","48305","-5380","42925","0","42925","147566","82191","-18424","252717","0","10064","19518","6611","0","4918","10724","5945","551","4147","17842","0","0","5591",0,"1104","0","574","0","0","1396","4275"
"257",46542,9,47,4700,4700,4700,"25.2839425535209",28,1,0,2,2,3,1,0,"2","2","0.22","2.22",31,0,31,0,0,31,1,24,25,25,18,"315827","71744","0","1597","34694","4700","153373","301715","363418","366768","3350","2424","365842","67981","42422","94743","53017","-2808","50209","3318","53527","300140","101997","148623","253514","4668","11585","17667","33967","600","1356","23089","36168","5964","17303","25559","0","702","9395",0,"1748","83","2131","3693","137","2544","493"
"258",46543,9,28,2811,2800,2829,"21.7267024092298",28,1,0,3,3,8,1,1,"2","3","1.5","3.5",0,0,1,0,0,1,2,0,2,2,1,"164791","0","155972","0","0","0","0","169882","173049.28","185628.28","12579","0","173049.28","113610","113610","83530.28","60357.28","-1199","59158.28","12579","71737.28","198894","42852","129488","112258","9756","7894","410","0","0","242","908","11836","0","3060","0","0","0","2219",0,"0","461","410","29751","2558","1235","0"
"259",46545,9,45,4500,4500,4500,"42.6481373060645",28,1,0,4,4,7,1,1,"1","2.51","1.51","2.51",33,0,33,0,0,33,0,22,22,22,21,"241384","-3794","0","0","22941","3336","138047","203388","249110.43","253573.43","4463","18000","267110.43","118272","92708","98539.43","14210.43","-7670","6540.43","4463","11003.43","739400","128066","587537","285235","0","4922","0","1744","0","798","3500","61280","3104","12459","25564","0","0","10863",0,"915","0","616","32946","5198","7862","0"
"260",46546,9,45,4500,4500,4500,"42.6481373060645",28,22,0,3,3,5,1,0,"2","2","0.5","2.5",43,0,43,0,0,43,0,20,20,20,18,"394096","27074","0","9928","112655","1000","239139","447714","501709","507290","5581","14336","516045","162853","132725","179053","140208","-4689","135519","5581","141100","414588","255887","315580","354895","0","559","0","57016","12985","10328","8820","26305","16308","14171","30128","290","0","8708",0,"2812","0","990","3213","0","5081","70"
"261",46547,9,47,4700,4700,4700,"25.2839425535209",28,21,0,3,3,6,1,0,"2","2","0","2",48,0,48,0,0,48,5,21,23,23,22,"288917","14366","0","0","52427","18505","201228","270896","359324.63","362808.63","3484","13217","372541.63","101237","67951","150208.63","110644.63","-4639","106005.63","1792","107800","656364","183513","473799","366078","0","6852","4168","59651","4260","9478","16268","53021","1091","3588","33286","0","0","5643",0,"573","993","2012","0","0","5306","172"
"262",46549,8,45,4500,4500,4500,"73.3105604665629",28,22,0,2,3,8,1,1,"1","1.65","0.65","1.65",19,0,19,0,0,19,0,16,16,16,10,"262717","68526","0","2790","10788","1470","157693","239797","272966","279749","6783","9910","282876","89242","73915","89484","36054","-177","35877","6783","42660","406650","263021","391421","282965","1876","8759","15249","34825","0","1743","15387","33266","1534","8755","15327","0","556","7214",0,"1171","0","693","11683","908","2970","54"
"263",46550,9,45,4500,4500,4500,"42.6481373060645",28,22,0,3,3,7,1,0,"2","2","0.81","2.81",38,0,38,0,0,38,0,23,23,23,23,"313463","-2914","0","0","63435","0","231708","292229","359553","360953","1400","0","359553","31723","7403","65630","26827","-3977","22850","1400","24250","485722","131484","413916","203290","828","8766","3049","66649","0","1778","14236","65770","46190","8491","24320","270","0","7612",0,"2303","0","1348","4199","137","4454","0"
"264",47055,9,50,5120,5100,5074,"9.33258969176729",28,1,0,3,2,11,1,1,"2","3","1","3",0,0,0,0,46,46,0,4,4,4,0,"336320","-497","0","0","216332","94988","0","253154","256808","256808","0","17250","274058","66190","63092","26933","8395","-1288","7107","0","7107","51228","128187","51075","130446","0","335","1228","21988","102903","0","5788","29982","103","14924","3098","0","183","6029",0,"1597","0","748","29755","7710","1249","42"
